"","lon","lat","svog_amount","svog_grantee","address_full","Address","City","State","Zip","Account Venue"
"3187",-84.393754,33.7370248,99734.96,"Iris Presents Corporation ","181 Ralph David Abernathy Blvd SW, Atlanta, GA, 30312","181 Ralph David Abernathy Blvd SW","Atlanta","GA","30312","Live venue operator or promoter"
"3188",-84.4839085,33.7468251,18850,"Jazz Matters Inc. ","331 HARLAN RD SW, ATLANTA, GA, 30311","331 HARLAN RD SW","ATLANTA","GA","30311","Live performing arts organization operator"
"3189",-84.3881186,33.7800656,64604.25,"Jeremy Cormier Presents ","950 W. Peachtree St. NW Unit 1902, Atlanta, GA, 30309","950 W. Peachtree St. NW Unit 1902","Atlanta","GA","30309","Theatrical producer"
"3190",-84.3461737,33.7432367,5952.55,"Kevin D Hare ","1268 Oak Grove AVE SE, Atlanta, GA, 30316","1268 Oak Grove AVE SE","Atlanta","GA","30316","Live venue operator or promoter"
"3191",-84.3860316,33.744944,16869.94,"Kiera A Nelson ","358 FRASER ST SE APT 303, Atlanta, GA, 30312","358 FRASER ST SE APT 303","Atlanta","GA","30312","Live performing arts organization operator"
"3192",-84.3898659,33.751539,2278700.35,"MASQUERADE, INC. ","50 LOWER ALABAMA ST. SW STE 12, ATLANTA, GA, 30404","50 LOWER ALABAMA ST. SW STE 12","ATLANTA","GA","30404","Live venue operator or promoter"
"3193",-84.4503081,33.8893194,156674.41,"Meyer Entertainment Group ","3533 Chattahoochee Summit Ln SE, Atlanta, GA, 30339","3533 Chattahoochee Summit Ln SE","Atlanta","GA","30339","Live performing arts organization operator"
"3194",-84.3496469,33.7576281,152545.5,"Milk + Cookies LLC ","144 Moreland Ave NE Unit 120, Atlanta, GA, 30307","144 Moreland Ave NE Unit 120","Atlanta","GA","30307","Live venue operator or promoter"
"3195",-84.3684572,33.7387488,42715.51,"Mixdeity LLC ","575 Boulevard SE SUITE ""1"", Atlanta, GA, 30212","575 Boulevard SE SUITE ""1""","Atlanta","GA","30212","Live venue operator or promoter"
"3196",-84.365817,33.848118,472305.18,"Mogul Management LLC ","3379 Peachtree Road Suite 555, Atlanta, GA, 30326","3379 Peachtree Road Suite 555","Atlanta","GA","30326","Talent representative"
"3197",-84.3450439,33.799193,154829,"Moon Crush LLC ","1689 JOHNSON RD NE, ATLANTA, GA, 30306","1689 JOHNSON RD NE","ATLANTA","GA","30306","Live venue operator or promoter"
"3198",-84.6185341,33.678985,69984.43,"MPECKABLE LLC ","2804 Palmview Court Southwest, Atlanta, GA, 30331","2804 Palmview Court Southwest","Atlanta","GA","30331","Talent representative"
"3199",-84.3530406,33.7734567,323842.43,"Plaza Atlanta, LLC ","1049 Ponce de Leon Ave NE, Atlanta, GA, 30306","1049 Ponce de Leon Ave NE","Atlanta","GA","30306","Motion picture theater operator"
"3200",-84.4268061,33.7429373,82131.71,"Poetry vs. Hip-Hop, LLC ","446 Holderness Street Southwest, Atlanta, GA, 30310","446 Holderness Street Southwest","Atlanta","GA","30310","Live performing arts organization operator"
"3201",-84.3380386,33.729287,19953.45,"Red Clay Comedy LLC ","2110 STOCKBRIDGE DR SE, ATLANTA, GA, 30316","2110 STOCKBRIDGE DR SE","ATLANTA","GA","30316","Live venue operator or promoter"
"3202",-84.399291,33.785876,46153.4,"Relapse?s Comedy City, LLC ","380 14th St. NW, Atlanta, GA, 30318","380 14th St. NW","Atlanta","GA","30318","Live venue operator or promoter"
"3203",-84.3502203,33.7642846,529153.14,"Reverb Management Group, Inc. ","1123 Euclid Ave, Atlanta, GA, 30307","1123 Euclid Ave","Atlanta","GA","30307","Live venue operator or promoter"
"3204",-84.3899963,33.7600008,352248.3,"Rialto Center for the Arts at Georgia State University ","P.O. Box 2627, Atlanta, GA, 30301","P.O. Box 2627","Atlanta","GA","30301","Live performing arts organization operator"
"3205",-84.3888045,33.7896852,1504518,"Robert W. Woodruff Arts Center, Inc. ","1280 Peachtree St NE Suite 4008, Atlanta, GA, 30309","1280 Peachtree St NE Suite 4008","Atlanta","GA","30309","Live performing arts organization operator"
"3206",-84.3686009,33.7637964,322146.15,"Russell Carter Artist Management, Ltd. ","567 Ralph McGill Boulevard, Atlanta, GA, 30312","567 Ralph McGill Boulevard","Atlanta","GA","30312","Talent representative"
"3207",-84.3508294,33.7637864,91247,"Seven Stages, Inc. ","1105 Euclid Ave, Atlanta, GA, 30307","1105 Euclid Ave","Atlanta","GA","30307","Live performing arts organization operator"
"3208",-84.321962,33.7668589,72892.8,"Skylark Vocal Ensemble Inc. ","2005 PALIFOX DR NE, ATLANTA, GA, 30307","2005 PALIFOX DR NE","ATLANTA","GA","30307","Live performing arts organization operator"
"3209",-84.3663496,33.7560556,291675.82,"Sol Fusion, LLC ","659 Auburn Ave Suite G20, Atlanta, GA, 30312","659 Auburn Ave Suite G20","Atlanta","GA","30312","Live venue operator or promoter"
"3210",-84.387646,33.7630601,9246400,"SOUL CIRCUS INC ","230 PEACHTREE STREET NW, SUITE 2000, ATLANTA, GA, 30303","230 PEACHTREE STREET NW, SUITE 2000","ATLANTA","GA","30303","Live venue operator or promoter"
"3211",-84.3383673,33.7573686,192080,"Speakeasy Promotions LLC ","139 Mayson Ave Ne, Atlanta, GA, 30307","139 Mayson Ave Ne","Atlanta","GA","30307","Live venue operator or promoter"
"3212",-84.3338656,33.7465334,372928.95,"Stanley Zepherin ","241 maynard Terrace Unit 9, Atlanta, GA, 30316","241 maynard Terrace Unit 9","Atlanta","GA","30316","Live performing arts organization operator"
"3213",-84.3881415,33.7973254,50463.08,"Synchronicity Performance Group, Inc. ","1545 Peachtree Street NE, Suite 102, Atlanta, GA, 30309","1545 Peachtree Street NE, Suite 102","Atlanta","GA","30309","Theatrical producer"
"3214",-84.4157803,33.7817884,184781.8,"The Actor's Express, Inc ","887 W MARRIETTA J 107, ATLANTA, GA, 30318","887 W MARRIETTA J 107","ATLANTA","GA","30318","Theatrical producer"
"3215",-84.4069662,33.7987935,55000,"The Atlanta Opera, Inc. ","1575 Northside Drive NW Suite 350, Atlanta, GA, 30318","1575 Northside Drive NW Suite 350","Atlanta","GA","30318","Live performing arts organization operator"
"3216",-84.3579737,33.8424368,150163.05,"The Choice Consulting Group ATL, LLC ","3203 Lenox Road, Atlanta, GA, 30324","3203 Lenox Road","Atlanta","GA","30324","Live venue operator or promoter"
"3217",-84.3588228,33.8465884,635595.27,"The Life Luxe Group LLC ","3355 LENOX ROAD SUITE 750, ATLANTA, GA, 30326","3355 LENOX ROAD SUITE 750","ATLANTA","GA","30326","Live venue operator or promoter"
"3218",-84.4190105,33.7057184,29155.1,"The Mammal Gallery LLC ","1799 Melrose Drive, Atlanta, GA, 30310","1799 Melrose Drive","Atlanta","GA","30310","Live venue operator or promoter"
"3219",-84.3899963,33.7600008,235273,"The Theatrical Outfit, Inc. ","PO BOX 1555, Atlanta, GA, 30301","PO BOX 1555","Atlanta","GA","30301","Live performing arts organization operator"
"3220",-84.5545017,33.6263618,23400,"Tre Productions ","4975 Wolfcreek View, Atlanta, GA, 30349","4975 Wolfcreek View","Atlanta","GA","30349","Theatrical producer"
"3221",-84.4161997,33.7822913,98722.85,"True Colors Theatre Company, Inc. ","887 W Marietta Street NW Suite J-102, Atlanta, GA, 30318","887 W Marietta Street NW Suite J-102","Atlanta","GA","30318","Theatrical producer"
"3222",-84.3244366,33.721613,79451.87,"WERC Productions LLC ","2298 Charleston Pointe SE, Atlanta, GA, 30316","2298 Charleston Pointe SE","Atlanta","GA","30316","Live venue operator or promoter"
"3223",-84.3894344,33.7878144,225447.31,"Whole World Theatre Company ","1212 Spring St Nw, Atlanta, GA, 30309","1212 Spring St Nw","Atlanta","GA","30309","Live performing arts organization operator"
"3224",-84.3302723,33.7668297,58970.85,"Yahdoood Entertainment LLC d/b/a Rock On Concerts ","461 Harold Ave NE, Atlanta, GA, 30307","461 Harold Ave NE","Atlanta","GA","30307","Live venue operator or promoter"
"3225",-84.3566901,33.7884396,78462.45,"Yonas Media LLC ","932 Kings Court Northeast, Atlanta, GA, 30306","932 Kings Court Northeast","Atlanta","GA","30306","Talent representative"
"3226",-83.8466594,34.0159671,86571.31,"NO PLACE LIKE ARTISTS INC ","1554 WYNFIELD DRIVE, AUBURN, GA, 30011","1554 WYNFIELD DRIVE","AUBURN","GA","30011","Talent representative"
"3227",-81.960556,33.4747658,46579,"Augusta Museum of History, Inc. ","560 REYNOLDS ST, AUGUSTA, GA, 30901","560 REYNOLDS ST","AUGUSTA","GA","30901","Museum Operator"
"3228",-81.97,33.47,1025928.8,"Augusta Symphony, Inc. ","P.O. Box 579, Augusta, GA, 30903","P.O. Box 579","Augusta","GA","30903","Live performing arts organization operator"
"3229",-82.020491,33.4423205,28530.02,"GARDEN CITY RENTAL HALL LLC. ","2601 Deans Bridge Rd, SUITE C, Augusta, GA, 30906","2601 Deans Bridge Rd, SUITE C","Augusta","GA","30906","Live venue operator or promoter"
"3230",-82.0377764,33.4773673,123500,"Gluestick Music, LLC ","2914 Lake Forest Drive, Augusta, GA, 30909","2914 Lake Forest Drive","Augusta","GA","30909","Live venue operator or promoter"
"3231",-82.0172974,33.5240122,9380544.3,"GTC Riverwatch LLC ","832 Cabela Drive, Augusta, GA, 30909","832 Cabela Drive","Augusta","GA","30909","Motion picture theater operator"
"3232",-81.9644339,33.4754962,93509.75,"Imperial Community Theatre, Inc. ","749 Broad St, augusta, GA, 30901","749 Broad St","augusta","GA","30901","Live venue operator or promoter"
"3233",-81.9657975,33.474019,59972.43,"Le Chat Noir, Inc. ","304 8th Street, Augusta, GA, 30901","304 8th Street","Augusta","GA","30901","Live venue operator or promoter"
"3234",-81.484558,32.14787,26487,"Great American Production, LLC ","392 Woodside Way, Black Creek, GA, 31308","392 Woodside Way","Black Creek","GA","31308","Live venue operator or promoter"
"3235",-84.3309978,34.8837943,164950.2,"Inola Holdings, LLC ","9265 Blue Ridge Dr, Blue Ridge, GA, 30513","9265 Blue Ridge Dr","Blue Ridge","GA","30513","Live venue operator or promoter"
"3236",-84.3298408,34.8575458,106144.08,"The Blue Ridge Community Theater, Inc. ","2591 E. First Street, Blue Ridge, GA, 30513","2591 E. First Street","Blue Ridge","GA","30513","Live performing arts organization operator"
"3237",-81.4939529,31.1740666,10003.05,"Cool on Cool, LLC DBA The Blue Door ","1706 2ND ST, BRUNSWICK, GA, 31520","1706 2ND ST","BRUNSWICK","GA","31520","Live venue operator or promoter"
"3238",-84.0123633,34.1144457,190212,"Big South Productions ","554 W. Main St. A200, Buford, GA, 30518","554 W. Main St. A200","Buford","GA","30518","Live venue operator or promoter"
"3239",-84.9514748,34.5033447,121744.14,"Friends of Calhoun's GEM Theatre, Inc. ","114 North Wall St, CALHOUN, GA, 30701","114 North Wall St","CALHOUN","GA","30701","Live performing arts organization operator"
"3240",-84.5442922,34.190711,1092714.97,"MadLife Stage and Studios LLC ","133 Cedar Woods Trail, Canton, GA, 30114","133 Cedar Woods Trail","Canton","GA","30114","Live venue operator or promoter"
"3241",-83.2342477,34.3691034,696799.8,"FASTRAK Companies International LLC ","8077 Royston Road, Carnesville, GA, 30521","8077 Royston Road","Carnesville","GA","30521","Live venue operator or promoter"
"3242",-85.0767529,33.580924,120665.25,"Carrollton Center for the Arts, City of Carrollton ","251 Alabama Street, Carrollton, GA, 30117","251 Alabama Street","Carrollton","GA","30117","Live performing arts organization operator"
"3243",-85.2557129,34.011485,130319.99,"The West Theater, LLC ","112 West Ave., Cedartown, GA, 36272","112 West Ave.","Cedartown","GA","36272","Motion picture theater operator"
"3244",-84.3080977,33.8771743,125471.08,"WISEMEN MULTIMEDIA, LLC ","1954 AIRPORT RD STE 225, CHAMBLEE, GA, 30341","1954 AIRPORT RD STE 225","CHAMBLEE","GA","30341","Motion picture theater operator"
"3245",-84.540689,33.632897,70500,"GWH Rental Properties ,Llc ","4675 Diann Dr, College Park, GA, 30349","4675 Diann Dr","College Park","GA","30349","Live venue operator or promoter"
"3246",-84.6026704,33.6462236,74140.76,"Keith Stewart ","4072 Butternut, College Park, GA, 30349","4072 Butternut","College Park","GA","30349","Theatrical producer"
"3247",-84.7323725,31.1724839,193162.43,"Colquitt/Miller Arts Council, Inc ","159D E Main St Ste D, Colquitt, GA, 39837","159D E Main St Ste D","Colquitt","GA","39837","Theatrical producer"
"3248",-84.9850113,32.4520981,875000,"Columbus Civic Center and Ice Rink ","400 4th Street, Columbus, GA, 31901","400 4th Street","Columbus","GA","31901","Live venue operator or promoter"
"3249",-84.9920433,32.4637586,111549.38,"Columbus Philharmonic Guild, Inc. ","935 1st Ave, Columbus, GA, 31901","935 1st Ave","Columbus","GA","31901","Live performing arts organization operator"
"3250",-84.99141,32.46862,28346.27,"Liberty Theatre Cultural Center ","P.O. Box 1844, Columbus, GA, 31902","P.O. Box 1844","Columbus","GA","31902","Museum Operator"
"3251",-84.9924461,32.4637636,762569.1,"RiverCenter, Inc. ","900 Broadway, Columbus, GA, 31901","900 Broadway","Columbus","GA","31901","Live performing arts organization operator"
"3252",-84.9912611,32.4652235,596300.85,"Springer Opera House Arts Association, INC ","103 10th Street, Columbus, GA, 31901","103 10th Street","Columbus","GA","31901","Theatrical producer"
"3253",-83.9955879,33.7177663,4291,"Conyers Rockdale Council for the Arts ","910 Center Street PO Box 852, Conyers, GA, 30012","910 Center Street PO Box 852","Conyers","GA","30012","Live venue operator or promoter"
"3254",-84.0524649,33.6951457,204518.02,"DRUMLine Live Entertainment Group, LLC ","1836 Kings Row 1836 Kings Row, Conyers, GA, 30012","1836 Kings Row 1836 Kings Row","Conyers","GA","30012","Live performing arts organization operator"
"3255",-83.750835,31.9598714,216253.35,"Cordele Entertainment Group, LLC dba Spotlight Theatres Cordele ","901 E. 16th Avenue, Cordele, GA, 31015","901 E. 16th Avenue","Cordele","GA","31015","Motion picture theater operator"
"3256",-83.983892,33.5908968,391797.9,"J.D. ENTERTAINMENT, LLC ","170 LAKE LUCINDA DRIVE, COVINGTON, GA, 30016","170 LAKE LUCINDA DRIVE","COVINGTON","GA","30016","Live venue operator or promoter"
"3257",-84.1745262,34.3193099,166292.49,"Pie In The Sky Productions ","6820 Autumn Hills Dr, Cumming, GA, 30028","6820 Autumn Hills Dr","Cumming","GA","30028","Live performing arts organization operator"
"3258",-84.1367704,34.2082086,148743,"Playhouse Partners ","101 School Street, CUMMING, GA, 30040","101 School Street","CUMMING","GA","30040","Live venue operator or promoter"
"3259",-83.985597,34.5317182,28043,"Canopy and the Roots, LLP ","53 West Main Street, Dahlonega, GA, 30533","53 West Main Street","Dahlonega","GA","30533","Live venue operator or promoter"
"3260",-84.8402577,33.9236279,95534.56,"Dallas Theater and Civic Center ","208 Main Street, Dallas, GA, 30132","208 Main Street","Dallas","GA","30132","Live performing arts organization operator"
"3261",-84.9687827,34.7591445,88037.55,"Artistic Civic Theatre Company ","907 Gaston Street, Dalton, GA, 30720","907 Gaston Street","Dalton","GA","30720","Live venue operator or promoter"
"3262",-84.8933297,34.7341052,16616.03,"Back Alley Productions Inc. ","3987 Airport Road, Dalton, GA, 30721","3987 Airport Road","Dalton","GA","30721","Live performing arts organization operator"
"3263",-84.3056015,33.7778402,119483.1,"Comedy 3, LLC ","155 Coventry Rd, Decatur, GA, 30030","155 Coventry Rd","Decatur","GA","30030","Live venue operator or promoter"
"3264",-84.2962981,33.7739882,592863.57,"Global Village Presents LLC ","515-B N MCDONOUGH ST, DECATUR, GA, 30030","515-B N MCDONOUGH ST","DECATUR","GA","30030","Live venue operator or promoter"
"3265",-84.3100299,33.7807107,13898,"GT Entertainment Group LLC ","217 Chelsea Drive, Decatur, GA, 30030","217 Chelsea Drive","Decatur","GA","30030","Talent representative"
"3266",-84.3084061,33.7207892,79119.76,"Kirkland Productions, Inc. ","2008 Preston Park Pl Ste 100, Decatur, GA, 30032","2008 Preston Park Pl Ste 100","Decatur","GA","30032","Talent representative"
"3267",-84.2737406,33.8291044,119830.05,"Truu Colors Entertainment LLC ","1579 reserve circle, Decatur, GA, 30033","1579 reserve circle","Decatur","GA","30033","Live venue operator or promoter"
"3268",-82.8342872,31.527114,44032.98,"Martin Centre Preservation Company, Inc. ","1100 Tanglewood Dr, Douglas, GA, 31533","1100 Tanglewood Dr","Douglas","GA","31533","Live venue operator or promoter"
"3269",-82.8373878,31.4862186,972941.85,"Rockin 8 Cinemas, LLC ","1204 Bowens Mill Rd, Douglas, GA, 31533","1204 Bowens Mill Rd","Douglas","GA","31533","Motion picture theater operator"
"3270",-84.6630941,33.6877017,13657.95,"Jus' Blues Music Foundation ","4233 Basinside Ct., Douglasville, GA, 30135","4233 Basinside Ct.","Douglasville","GA","30135","Live venue operator or promoter"
"3271",-84.767174,33.7241334,176456.1,"SURROUND SOUND BAND, LLC ","7421 DOUGLAS BLVD SUITE N 441, DOUGLASVILLE, GA, 30135","7421 DOUGLAS BLVD SUITE N 441","DOUGLASVILLE","GA","30135","Live performing arts organization operator"
"3272",-84.7400037,33.7448373,195357.6,"The Wow Agency, LLC ","8564 Lake Forrest Dr, Douglasville, Ga, 30134","8564 Lake Forrest Dr","Douglasville","Ga","30134","Theatrical producer"
"3273",-84.1394118,34.0244413,181279.35,"Eddie Owen Presents, LLC ","2534 Niblick Way, Duluth, GA, 30097","2534 Niblick Way","Duluth","GA","30097","Live venue operator or promoter"
"3274",-84.1525381,33.9782172,79741.8,"SCOTTISH CASTLE PRODUCTIONS, LLC. ","3760 VILLAGE PARK DR, DULUTH, GA, 30096","3760 VILLAGE PARK DR","DULUTH","GA","30096","Live performing arts organization operator"
"3275",-84.1558636,33.989078,148577.4,"Southeastern Railway Museum Inc. ","3595 Buford Highway, Duluth, GA, 30096","3595 Buford Highway","Duluth","GA","30096","Museum Operator"
"3276",-84.0942254,33.989601,4992253.75,"Sugarloaf Gwinnett Center LLC ","6400 Sugarloaf Parkway, Duluth, GA, 30078","6400 Sugarloaf Parkway","Duluth","GA","30078","Live venue operator or promoter"
"3277",-84.3179838,33.9516176,251100.67,"Efficientlytics LLC ","1720 Manhasset Place, Dunwoody, GA, 30338","1720 Manhasset Place","Dunwoody","GA","30338","Talent representative"
"3278",-84.3319777,33.9446855,102230.1,"Stage Door Players, Inc. ","5339 Chamblee Dunwoody Road, Dunwoody, GA, 30338","5339 Chamblee Dunwoody Road","Dunwoody","GA","30338","Live performing arts organization operator"
"3279",-84.4442811,33.6846061,21547.13,"Jacob Deaton ","1705 W Forrest Ave, East Point, GA, 30344","1705 W Forrest Ave","East Point","GA","30344","Theatrical producer"
"3280",-84.4445477,33.6782818,22036.5,"Windmill Arts Center LLC ","2823 Church Street, East Point, Ga, 30344","2823 Church Street","East Point","Ga","30344","Live venue operator or promoter"
"3281",-83.39271,33.3287733,86050.8,"The Plaza Arts Center ","305 North Madison Ave., Eatonton, GA, 31024","305 North Madison Ave.","Eatonton","GA","31024","Live performing arts organization operator"
"3282",-84.4823715,34.6977869,86907.9,"Gilmer Arts & Heritage Association, The ","207 Dalton Street, Ellijay, GA, 30540","207 Dalton Street","Ellijay","GA","30540","Live venue operator or promoter"
"3283",-82.1383619,33.5592225,58709.7,"Augusta Amusements ","720 Deerwood Place, Evans, GA, 30809","720 Deerwood Place","Evans","GA","30809","Live venue operator or promoter"
"3284",-84.5810418,33.5670562,1219244.86,"Georgia Renaissance Festival Inc ","P.O Box 986, Fairburn, GA, 30213","P.O Box 986","Fairburn","GA","30213","Live venue operator or promoter"
"3285",-84.6548727,33.6220009,28009.35,"SKYBOXX EMPIRE LLC ","4933 Locherby Dr, Fairburn, GA, 30213","4933 Locherby Dr","Fairburn","GA","30213","Talent representative"
"3286",-84.5821546,33.5672762,23922.9,"Southside Theatre Guild ","20 West Campbellton Street, Fairburn, GA, 30213","20 West Campbellton Street","Fairburn","GA","30213","Live performing arts organization operator"
"3287",-83.813797,34.289513,197570.59,"Interactive Neighborhood for Kids ","999 CHESTNUT ST SE , Gainesville, GA, 30501","999 CHESTNUT ST SE ","Gainesville","GA","30501","Museum Operator"
"3288",-83.980606,33.8656506,315468,"Interlaced Productions, LLC ","3085 HAYNES CLUB CIR, GRAYSON, GA, 30017","3085 HAYNES CLUB CIR","GRAYSON","GA","30017","Theatrical producer"
"3289",-83.1823789,33.5756831,20887.16,"Festival Hall, Inc. ","P.O. Box 711, Greensboro, GA, 30642","P.O. Box 711","Greensboro","GA","30642","Live venue operator or promoter"
"3290",-83.242111,33.4862587,82159.7,"Oconee Performing Arts Society, Inc. ","4980 Carey Station Rd. STE A, Greensboro, GA, 30642","4980 Carey Station Rd. STE A","Greensboro","GA","30642","Live performing arts organization operator"
"3291",-84.2641557,33.2492056,41967.82,"Main Street Players ","115 N Hill Street P.O. Box 1945, Griffin, GA, 30224","115 N Hill Street P.O. Box 1945","Griffin","GA","30224","Live performing arts organization operator"
"3292",-85.0536676,32.6895604,15272.39,"Erin Michelle Wollin ","189 Winding Lake Drive, Hamilton, GA, 31811","189 Winding Lake Drive","Hamilton","GA","31811","Live performing arts organization operator"
"3293",-84.3215436,33.4475706,25288.64,"Donsome Records, LLC ","2008 BRIDGEWATER PASS, Hampton, GA, 30228","2008 BRIDGEWATER PASS","Hampton","GA","30228","Talent representative"
"3294",-84.3134007,33.3842256,3355815.15,"Imagine Festival LLC. ","1500 Tara Place, Hampton, GA, 30228","1500 Tara Place","Hampton","GA","30228","Live venue operator or promoter"
"3295",-84.4013844,33.6551701,526257.64,"Marietta Street Comedy, Inc, dba Uptown Comedy Corner ","397 N. Central Ave, Hapeville, GA, 30354","397 N. Central Ave","Hapeville","GA","30354","Live venue operator or promoter"
"3296",-84.4088746,33.6598861,31147.65,"Phoenix Theatre Academy, Inc. ","600 KING ARNOLD ST, HAPEVILLE, GA, 30354","600 KING ARNOLD ST","HAPEVILLE","GA","30354","Live performing arts organization operator"
"3297",-82.9238309,34.3546759,20269.35,"Depot Street Productions, LLC ","445 E. Johnson St, Hartwell, GA, 30643","445 E. Johnson St","Hartwell","GA","30643","Live venue operator or promoter"
"3298",-83.022286,34.4050252,17791.16,"Savannah River Productions, Inc. ","4846 Lavonia Hwy, Hartwell, GA, 30643","4846 Lavonia Hwy","Hartwell","GA","30643","Theatrical producer"
"3299",-83.4680896,32.2822002,5309.53,"Hawkinsville-Pulaski County Arts Council, Inc. ","42 Lumpkin Street P.O. Box 266, Hawkinsville, GA, 31036","42 Lumpkin Street P.O. Box 266","Hawkinsville","GA","31036","Live performing arts organization operator"
"3300",-83.7273019,34.7025081,401193,"The Greater Helen Area Chamber of Commerce Inc ","1074 edelweiss strasse, HELEN, GA, 30545","1074 edelweiss strasse","HELEN","GA","30545","Live venue operator or promoter"
"3301",-81.8864437,31.60807,606479.85,"Austin Hickox Legacy LLC ","140 S 2nd St, Jesup, GA, 31545","140 S 2nd St","Jesup","GA","31545","Motion picture theater operator"
"3302",-84.1863706,34.0167563,167840.55,"adams entertainment llc ","5805 state bridge rd ste g123, johns creek, GA, 30097","5805 state bridge rd ste g123","johns creek","GA","30097","Live venue operator or promoter"
"3303",-84.1863706,34.0167563,526684.19,"double a entertainment llc ","5805 State Bridge Rd ste g123, Johns Creek, GA, 30097","5805 State Bridge Rd ste g123","Johns Creek","GA","30097","Live venue operator or promoter"
"3304",-84.1572188,34.0565971,21380.85,"HBCU DIRECT TOURING LLC ","11282 GATES TERRACE, JOHNS CREEK, GA, 30097","11282 GATES TERRACE","JOHNS CREEK","GA","30097","Talent representative"
"3305",-84.2069365,34.0702712,25950.83,"Johns Creek Symphony Orchestra Inc. ","11877 Douglas Road Suite 102-294, Johns Creek, GA, 30005","11877 Douglas Road Suite 102-294","Johns Creek","GA","30005","Live performing arts organization operator"
"3306",-84.1331451,34.1224565,33850,"Koll Kay & Company LLC ","755 Earlham Drive, Johns Creek, GA, 30024","755 Earlham Drive","Johns Creek","GA","30024","Live venue operator or promoter"
"3307",-84.1863706,34.0167563,182756.55,"We Are Live Entertainment, LLC ","5805 State Bridge Rd. Ste. G329, Johns Creek, GA, 30097","5805 State Bridge Rd. Ste. G329","Johns Creek","GA","30097","Live venue operator or promoter"
"3308",-84.3165452,33.5021616,19228.75,"Larry Maddox ","2304 Fairwood Circle, Jonesboro, GA, 30236","2304 Fairwood Circle","Jonesboro","GA","30236","Live performing arts organization operator"
"3309",-84.5670121,34.0399513,33641.68,"STEPHEN ROALIK ","125 townpark dr suite 300, KENNESAW, GA, 30144","125 townpark dr suite 300","KENNESAW","GA","30144","Talent representative"
"3310",-85.0677471,33.0199448,153158.8,"The Biblical History Center ","130 Gordon Commercial Drive, LaGrange, GA, 30240","130 Gordon Commercial Drive","LaGrange","GA","30240","Museum Operator"
"3311",-83.9872362,33.9571148,780440.02,"Aurora Theatre, Inc ","PO Box 2014, Lawrenceville, GA, 30046","PO Box 2014","Lawrenceville","GA","30046","Live performing arts organization operator"
"3312",-84.0398922,33.9144338,152235,"The Santiago Firm LLC ","2071 Hunters Cove Dr, Lawrenceville, GA, 30044","2071 Hunters Cove Dr","Lawrenceville","GA","30044","Talent representative"
"3313",-84.2916721,31.6379478,104500,"Nimbleslick Entertainment, LLC ","166 White Oak Drive, Leesburg, GA, 31763","166 White Oak Drive","Leesburg","GA","31763","Talent representative"
"3314",-84.1265478,33.8626489,638934.95,"AWA, LLC ","5014 Haralson Way, Lilburn, GA, 30047","5014 Haralson Way","Lilburn","GA","30047","Live venue operator or promoter"
"3315",-84.6141836,33.7619682,39285,"Drae Shaw Entertainment ","1646 Bradmere Lane, Lithia Springs, GA, 30122","1646 Bradmere Lane","Lithia Springs","GA","30122","Talent representative"
"3316",-83.8824816,33.8923092,323900,"Golden Productions, Inc ","3132 victoria place drive, loganville, GA, 30052","3132 victoria place drive","loganville","GA","30052","Live venue operator or promoter"
"3317",-83.6258016,32.8354411,78919.13,"Friends of the Douglass Theatre Complex Inc. ","355 Martin Luther King Jr. Blvd., Macon, GA, 31201","355 Martin Luther King Jr. Blvd.","Macon","GA","31201","Live performing arts organization operator"
"3318",-83.6246167,32.8345251,4225.28,"Georgia Sports Hall of Fame ","301 Cherry Street, Macon, GA, 31201","301 Cherry Street","Macon","GA","31201","Museum Operator"
"3319",-83.6320787,32.838174,155706.57,"Macon GA Cherry Blossom Festival ","794 Cherry St, Macon, GA, 31201","794 Cherry St","Macon","GA","31201","Live performing arts organization operator"
"3320",-83.6947949,32.8659418,69010.36,"Macon Little Theatre, Inc. ","4220 Forsyth Rd, Macon, GA, 31210","4220 Forsyth Rd","Macon","GA","31210","Theatrical producer"
"3321",-83.6285661,32.8367008,368901.48,"Moonhanger GATH, LLC ","382 2nd St, Macon, GA, 31201","382 2nd St","Macon","GA","31201","Live venue operator or promoter"
"3322",-83.7044492,32.8185271,115087.5,"Nine Entertainment Inc ","4073 HARTNESS STREET, Macon, GA, 31204","4073 HARTNESS STREET","Macon","GA","31204","Live venue operator or promoter"
"3323",-83.7044492,32.8185271,1782379.77,"Royal Entertainment LLC ","4073 Hartness Street, Macon, GA, 31204","4073 Hartness Street","Macon","GA","31204","Live venue operator or promoter"
"3324",-83.6269864,32.8346896,79884.97,"Theatre Macon Inc ","438 Cherry Street, Macon, GA, 31201","438 Cherry Street","Macon","GA","31201","Live performing arts organization operator"
"3325",-83.4682201,33.5959347,9926.13,"Latchkey Productions, LLC ","121 West Washington Street, Madison, GA, 30650","121 West Washington Street","Madison","GA","30650","Talent representative"
"3326",-83.4709818,33.5915676,32908.9,"Morgan County Foundation, Inc ","434 South Main Street, Madison, GA, 30650","434 South Main Street","Madison","GA","30650","Live performing arts organization operator"
"3327",-84.4226229,34.0261561,27152.92,"AlphaMale Visuals LLC ","3162 Johnson Ferry Rd Ste 260 , marietta, GA, 30062","3162 Johnson Ferry Rd Ste 260 ","marietta","GA","30062","Live venue operator or promoter"
